# Logfile created on 2011-09-01 04:11:53 +0100 by logger.rb/31641
I, [2011-09-01T04:11:53.357047 #70036]  INFO -- : NICK lolfo
I, [2011-09-01T04:23:39.058888 #70209]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:23:40.152158 #70209]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:23:45.152300 #70209]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:23:45.154612 #70209]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:23:50.154771 #70209]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:23:50.157397 #70209]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:23:55.157536 #70209]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:23:55.159631 #70209]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:24:00.159769 #70209]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:24:01.058630 #70209]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:24:06.058782 #70209]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:25:13.401594 #70257]  INFO -- : NICK lolfo
I, [2011-09-01T04:25:13.401805 #70257]  INFO -- : USER lolfo 8 * :lolfo
I, [2011-09-01T04:25:13.534038 #70257]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T04:25:13.666408 #70257]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T04:25:13.666561 #70257]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T04:25:26.565927 #70257]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T04:25:26.568317 #70257]  INFO -- : :asimov.freenode.net 001 lolfo :Welcome to the freenode Internet Relay Chat Network lolfo
I, [2011-09-01T04:25:26.568651 #70257]  INFO -- : :asimov.freenode.net 002 lolfo :Your host is asimov.freenode.net[174.143.119.91/6667], running version ircd-seven-1.0.3
I, [2011-09-01T04:25:26.569040 #70257]  INFO -- : :asimov.freenode.net 003 lolfo :This server was created Fri Mar 4 2011 at 17:35:00 UTC
I, [2011-09-01T04:25:26.569184 #70257]  INFO -- : :asimov.freenode.net 004 lolfo asimov.freenode.net ircd-seven-1.0.3 DOQRSZaghilopswz CFILMPQbcefgijklmnopqrstvz bkloveqjfI
I, [2011-09-01T04:25:26.569557 #70257]  INFO -- : :asimov.freenode.net 005 lolfo CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQcgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode KNOCK STATUSMSG=@+ CALLERID=g :are supported by this server
I, [2011-09-01T04:25:26.569978 #70257]  INFO -- : :asimov.freenode.net 005 lolfo SAFELIST ELIST=U CASEMAPPING=rfc1459 CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 ETRACE CPRIVMSG CNOTICE DEAF=D MONITOR=100 :are supported by this server
I, [2011-09-01T04:25:26.570230 #70257]  INFO -- : :asimov.freenode.net 005 lolfo FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,arx WHOX CLIENTVER=3.0 :are supported by this server
I, [2011-09-01T04:25:26.570623 #70257]  INFO -- : :asimov.freenode.net 251 lolfo :There are 282 users and 61695 invisible on 28 servers
I, [2011-09-01T04:25:26.570745 #70257]  INFO -- : :asimov.freenode.net 252 lolfo 34 :IRC Operators online
I, [2011-09-01T04:25:26.570869 #70257]  INFO -- : :asimov.freenode.net 253 lolfo 8 :unknown connection(s)
I, [2011-09-01T04:25:26.570979 #70257]  INFO -- : :asimov.freenode.net 254 lolfo 43758 :channels formed
I, [2011-09-01T04:25:26.571098 #70257]  INFO -- : :asimov.freenode.net 255 lolfo :I have 6574 clients and 1 servers
I, [2011-09-01T04:25:26.571205 #70257]  INFO -- : :asimov.freenode.net 265 lolfo 6574 8143 :Current local users 6574, max 8143
I, [2011-09-01T04:25:26.571324 #70257]  INFO -- : :asimov.freenode.net 266 lolfo 61977 72826 :Current global users 61977, max 72826
I, [2011-09-01T04:25:26.571434 #70257]  INFO -- : :asimov.freenode.net 250 lolfo :Highest connection count: 8144 (8143 clients) (246103 connections received)
I, [2011-09-01T04:25:26.571533 #70257]  INFO -- : :asimov.freenode.net 375 lolfo :- asimov.freenode.net Message of the Day - 
I, [2011-09-01T04:25:26.571627 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Welcome to asimov.freenode.net in TX, USA!  Thanks to
I, [2011-09-01T04:25:26.571731 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Rackspace (www.rackspace.com) for sponsoring
I, [2011-09-01T04:25:26.571825 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- this server!
I, [2011-09-01T04:25:26.571919 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.572019 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-01T04:25:26.572115 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- science fiction universe.  Author of I Robot, the
I, [2011-09-01T04:25:26.572210 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-01T04:25:26.572313 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Sky and hundreds of works of science fact and science
I, [2011-09-01T04:25:26.572406 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- fiction.
I, [2011-09-01T04:25:26.572503 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.572594 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-01T04:25:26.572687 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-01T04:25:26.572785 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.572876 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-01T04:25:26.572976 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- like to invite all users of freenode to get involved in the fun
I, [2011-09-01T04:25:26.573076 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-01T04:25:26.710804 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-01T04:25:26.711019 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.711212 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-01T04:25:26.712169 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-01T04:25:26.712594 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-01T04:25:26.712847 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-01T04:25:26.713145 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- support.
I, [2011-09-01T04:25:26.713263 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.713384 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- By connecting to freenode you indicate that you have read
I, [2011-09-01T04:25:26.713501 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- and agree to adhere to our policies and procedures as per
I, [2011-09-01T04:25:26.713610 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- the website (http://freenode.net). We would like to remind
I, [2011-09-01T04:25:26.713712 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- you that unauthorized public logging of channels on the
I, [2011-09-01T04:25:26.713877 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- network is prohibited. Public channel logging should only
I, [2011-09-01T04:25:26.714107 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- take place where the channel owner(s) has requested this
I, [2011-09-01T04:25:26.714352 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- and users of the channel are all made aware (if you are
I, [2011-09-01T04:25:26.714455 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- publically logging your channel, you may wish to keep a
I, [2011-09-01T04:25:26.714560 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- notice in topic and perhaps as a on-join message).
I, [2011-09-01T04:25:26.714655 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.714768 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- By registering your nickname with Nickserv you agree that you
I, [2011-09-01T04:25:26.714881 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- are 13 years of age, or older. For more information about the
I, [2011-09-01T04:25:26.714977 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Children's Online Privacy Protection Act please see their
I, [2011-09-01T04:25:26.715070 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- website at (http://www.coppa.org).
I, [2011-09-01T04:25:26.715170 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.715262 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- freenode runs an open proxy scanner. Your use of the network
I, [2011-09-01T04:25:26.715354 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- indicates your acceptance of this policy. For details on
I, [2011-09-01T04:25:26.715454 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- freenode network policy, please take a look at our policy
I, [2011-09-01T04:25:26.715547 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- page (http://freenode.net/policy.shtml). Thank you for using
I, [2011-09-01T04:25:26.715646 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- the network!
I, [2011-09-01T04:25:26.715738 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.715838 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Don't forget to check out these other Peer-Directed Projects:
I, [2011-09-01T04:25:26.715937 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- FOSSCON [http://www.fosscon.org] and fossevents 
I, [2011-09-01T04:25:26.716030 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- [http://www.fossevents.org], and soon we'll repeat last years 
I, [2011-09-01T04:25:26.716123 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- success with Picnics for Geeks across the globe, more info at 
I, [2011-09-01T04:25:26.716222 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- [http://geeknic.org]
I, [2011-09-01T04:25:26.716313 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.716403 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- freenode is a service of Peer-Directed Projects Center Ltd,
I, [2011-09-01T04:25:26.716503 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- a not for profit organisation registered in England and Wales.
I, [2011-09-01T04:25:26.716618 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.716715 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- If you support the work we do and wish to donate to the PDPC, 
I, [2011-09-01T04:25:26.716824 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- you may do so over at http://freenode.net/pdpc_donations.shtml
I, [2011-09-01T04:25:26.716917 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.717015 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Thank you for using freenode!
I, [2011-09-01T04:25:26.717107 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:25:26.717198 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- ***************************************************************
I, [2011-09-01T04:25:26.717297 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Please read http://blog.freenode.net/2010/11/be-safe-out-there/
I, [2011-09-01T04:25:26.717389 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- ***************************************************************
I, [2011-09-01T04:25:26.717482 #70257]  INFO -- : :asimov.freenode.net 376 lolfo :End of /MOTD command.
I, [2011-09-01T04:25:26.717586 #70257]  INFO -- : JOIN #cramp
I, [2011-09-01T04:25:26.717668 #70257]  INFO -- : :lolfo MODE lolfo :+i
I, [2011-09-01T04:25:31.021602 #70257]  INFO -- : :lolfo!~lolfo@host86-160-160-200.range86-160.btcentralplus.com JOIN :#cramp
I, [2011-09-01T04:25:31.154804 #70257]  INFO -- : :asimov.freenode.net 353 lolfo = #cramp :lolfo lifo
I, [2011-09-01T04:25:31.155001 #70257]  INFO -- : :asimov.freenode.net 366 lolfo #cramp :End of /NAMES list.
I, [2011-09-01T04:25:38.573587 #70257]  INFO -- : PRIVMSG #cramp :sup
I, [2011-09-01T04:25:43.704505 #70257]  INFO -- : :lifo!~lifo@unaffiliated/lifo PRIVMSG #cramp :lol
I, [2011-09-01T04:25:47.339805 #70257]  INFO -- : PRIVMSG #cramp :Oh man
I, [2011-09-01T04:25:49.355813 #70257]  INFO -- : PRIVMSG #cramp :whatever dude
I, [2011-09-01T04:25:58.218060 #70257]  INFO -- : QUIT :Goodbye!
I, [2011-09-01T04:25:58.218744 #70257]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:26:03.218881 #70257]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:26:03.387284 #70257]  INFO -- : NICK lolfo
I, [2011-09-01T04:26:03.387842 #70257]  INFO -- : USER lolfo 8 * :lolfo
I, [2011-09-01T04:26:03.520912 #70257]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T04:26:03.653969 #70257]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T04:26:03.654127 #70257]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T04:26:16.584845 #70257]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T04:26:16.585458 #70257]  INFO -- : :asimov.freenode.net 001 lolfo :Welcome to the freenode Internet Relay Chat Network lolfo
I, [2011-09-01T04:26:16.585775 #70257]  INFO -- : :asimov.freenode.net 002 lolfo :Your host is asimov.freenode.net[174.143.119.91/6667], running version ircd-seven-1.0.3
I, [2011-09-01T04:26:16.585856 #70257]  INFO -- : :asimov.freenode.net 003 lolfo :This server was created Fri Mar 4 2011 at 17:35:00 UTC
I, [2011-09-01T04:26:16.585929 #70257]  INFO -- : :asimov.freenode.net 004 lolfo asimov.freenode.net ircd-seven-1.0.3 DOQRSZaghilopswz CFILMPQbcefgijklmnopqrstvz bkloveqjfI
I, [2011-09-01T04:26:16.585994 #70257]  INFO -- : :asimov.freenode.net 005 lolfo CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQcgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode KNOCK STATUSMSG=@+ CALLERID=g :are supported by this server
I, [2011-09-01T04:26:16.586071 #70257]  INFO -- : :asimov.freenode.net 005 lolfo SAFELIST ELIST=U CASEMAPPING=rfc1459 CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 ETRACE CPRIVMSG CNOTICE DEAF=D MONITOR=100 :are supported by this server
I, [2011-09-01T04:26:16.586153 #70257]  INFO -- : :asimov.freenode.net 005 lolfo FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,arx WHOX CLIENTVER=3.0 :are supported by this server
I, [2011-09-01T04:26:16.586261 #70257]  INFO -- : :asimov.freenode.net 251 lolfo :There are 282 users and 61695 invisible on 28 servers
I, [2011-09-01T04:26:16.586337 #70257]  INFO -- : :asimov.freenode.net 252 lolfo 34 :IRC Operators online
I, [2011-09-01T04:26:16.586406 #70257]  INFO -- : :asimov.freenode.net 253 lolfo 5 :unknown connection(s)
I, [2011-09-01T04:26:16.586480 #70257]  INFO -- : :asimov.freenode.net 254 lolfo 43777 :channels formed
I, [2011-09-01T04:26:16.586549 #70257]  INFO -- : :asimov.freenode.net 255 lolfo :I have 6569 clients and 1 servers
I, [2011-09-01T04:26:16.586618 #70257]  INFO -- : :asimov.freenode.net 265 lolfo 6569 8143 :Current local users 6569, max 8143
I, [2011-09-01T04:26:16.586703 #70257]  INFO -- : :asimov.freenode.net 266 lolfo 61977 72826 :Current global users 61977, max 72826
I, [2011-09-01T04:26:16.586775 #70257]  INFO -- : :asimov.freenode.net 250 lolfo :Highest connection count: 8144 (8143 clients) (246117 connections received)
I, [2011-09-01T04:26:16.586845 #70257]  INFO -- : :asimov.freenode.net 375 lolfo :- asimov.freenode.net Message of the Day - 
I, [2011-09-01T04:26:16.586919 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Welcome to asimov.freenode.net in TX, USA!  Thanks to
I, [2011-09-01T04:26:16.586994 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Rackspace (www.rackspace.com) for sponsoring
I, [2011-09-01T04:26:16.587067 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- this server!
I, [2011-09-01T04:26:16.587135 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.587202 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-01T04:26:16.587276 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- science fiction universe.  Author of I Robot, the
I, [2011-09-01T04:26:16.587345 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-01T04:26:16.587414 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Sky and hundreds of works of science fact and science
I, [2011-09-01T04:26:16.587489 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- fiction.
I, [2011-09-01T04:26:16.587556 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.587623 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-01T04:26:16.587697 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-01T04:26:16.587764 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.587832 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-01T04:26:16.587911 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- like to invite all users of freenode to get involved in the fun
I, [2011-09-01T04:26:16.587981 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-01T04:26:16.721098 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-01T04:26:16.721265 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.721886 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-01T04:26:16.721971 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-01T04:26:16.722045 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-01T04:26:16.722121 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-01T04:26:16.722221 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- support.
I, [2011-09-01T04:26:16.722295 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.722363 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- By connecting to freenode you indicate that you have read
I, [2011-09-01T04:26:16.722433 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- and agree to adhere to our policies and procedures as per
I, [2011-09-01T04:26:16.722507 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- the website (http://freenode.net). We would like to remind
I, [2011-09-01T04:26:16.722576 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- you that unauthorized public logging of channels on the
I, [2011-09-01T04:26:16.722645 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- network is prohibited. Public channel logging should only
I, [2011-09-01T04:26:16.722728 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- take place where the channel owner(s) has requested this
I, [2011-09-01T04:26:16.722797 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- and users of the channel are all made aware (if you are
I, [2011-09-01T04:26:16.722870 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- publically logging your channel, you may wish to keep a
I, [2011-09-01T04:26:16.722981 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- notice in topic and perhaps as a on-join message).
I, [2011-09-01T04:26:16.723866 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.723980 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- By registering your nickname with Nickserv you agree that you
I, [2011-09-01T04:26:16.724087 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- are 13 years of age, or older. For more information about the
I, [2011-09-01T04:26:16.724156 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Children's Online Privacy Protection Act please see their
I, [2011-09-01T04:26:16.724230 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- website at (http://www.coppa.org).
I, [2011-09-01T04:26:16.724299 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.724367 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- freenode runs an open proxy scanner. Your use of the network
I, [2011-09-01T04:26:16.724441 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- indicates your acceptance of this policy. For details on
I, [2011-09-01T04:26:16.724510 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- freenode network policy, please take a look at our policy
I, [2011-09-01T04:26:16.724579 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- page (http://freenode.net/policy.shtml). Thank you for using
I, [2011-09-01T04:26:16.724653 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- the network!
I, [2011-09-01T04:26:16.724720 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.724792 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Don't forget to check out these other Peer-Directed Projects:
I, [2011-09-01T04:26:16.724862 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- FOSSCON [http://www.fosscon.org] and fossevents 
I, [2011-09-01T04:26:16.724931 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- [http://www.fossevents.org], and soon we'll repeat last years 
I, [2011-09-01T04:26:16.725005 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- success with Picnics for Geeks across the globe, more info at 
I, [2011-09-01T04:26:16.725074 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- [http://geeknic.org]
I, [2011-09-01T04:26:16.725140 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.725214 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- freenode is a service of Peer-Directed Projects Center Ltd,
I, [2011-09-01T04:26:16.725283 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- a not for profit organisation registered in England and Wales.
I, [2011-09-01T04:26:16.725351 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.725522 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- If you support the work we do and wish to donate to the PDPC, 
I, [2011-09-01T04:26:16.725741 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- you may do so over at http://freenode.net/pdpc_donations.shtml
I, [2011-09-01T04:26:16.725813 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.725887 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Thank you for using freenode!
I, [2011-09-01T04:26:16.725955 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:26:16.726023 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- ***************************************************************
I, [2011-09-01T04:26:16.726097 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- Please read http://blog.freenode.net/2010/11/be-safe-out-there/
I, [2011-09-01T04:26:16.726166 #70257]  INFO -- : :asimov.freenode.net 372 lolfo :- ***************************************************************
I, [2011-09-01T04:26:16.726239 #70257]  INFO -- : :asimov.freenode.net 376 lolfo :End of /MOTD command.
I, [2011-09-01T04:26:16.726308 #70257]  INFO -- : JOIN #cramp
I, [2011-09-01T04:26:16.726369 #70257]  INFO -- : :lolfo MODE lolfo :+i
I, [2011-09-01T04:26:20.885064 #70257]  INFO -- : :lolfo!~lolfo@host86-160-160-200.range86-160.btcentralplus.com JOIN :#cramp
I, [2011-09-01T04:26:21.018776 #70257]  INFO -- : :asimov.freenode.net 353 lolfo = #cramp :lolfo lifo
I, [2011-09-01T04:26:21.018950 #70257]  INFO -- : :asimov.freenode.net 366 lolfo #cramp :End of /NAMES list.
I, [2011-09-01T04:27:10.197335 #70257]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:27:15.197484 #70257]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:28:22.423060 #70285]  INFO -- : NICK hellofo
I, [2011-09-01T04:28:22.423292 #70285]  INFO -- : USER hellofo 8 * :hellofo
I, [2011-09-01T04:28:22.557062 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T04:28:22.692087 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T04:28:22.692561 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T04:28:36.539047 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T04:28:36.541746 #70285]  INFO -- : :asimov.freenode.net 001 hellofo :Welcome to the freenode Internet Relay Chat Network hellofo
I, [2011-09-01T04:28:36.542642 #70285]  INFO -- : :asimov.freenode.net 002 hellofo :Your host is asimov.freenode.net[174.143.119.91/6667], running version ircd-seven-1.0.3
I, [2011-09-01T04:28:36.543033 #70285]  INFO -- : :asimov.freenode.net 003 hellofo :This server was created Fri Mar 4 2011 at 17:35:00 UTC
I, [2011-09-01T04:28:36.543497 #70285]  INFO -- : :asimov.freenode.net 004 hellofo asimov.freenode.net ircd-seven-1.0.3 DOQRSZaghilopswz CFILMPQbcefgijklmnopqrstvz bkloveqjfI
